"","moduleLabels","moduleColors"
"ZNF141",1,"turquoise"
"PSMC2",4,"yellow"
"GGA3",0,"grey"
"LPGAT1",1,"turquoise"
"SFR1",0,"grey"
"THOC2",0,"grey"
"DACT3",1,"turquoise"
"EXOC6B",0,"grey"
"GAN",1,"turquoise"
"SRI",1,"turquoise"
"HLA-E",2,"blue"
"FLT3LG",1,"turquoise"
"SLC66A2",0,"grey"
"WDR1",3,"brown"
"ATP1B1",0,"grey"
"RIC1",2,"blue"
"SWAP70",4,"yellow"
"PM20D2",1,"turquoise"
"ARNT",0,"grey"
"CDKN1B",2,"blue"
"LSM14A",0,"grey"
"STEAP3",6,"red"
"ABCA1",2,"blue"
"EDC3",0,"grey"
"BCLAF3",1,"turquoise"
"GMCL1",2,"blue"
"MGAT5",3,"brown"
"DYNLT1",4,"yellow"
"ATP13A3",2,"blue"
"TWF1",0,"grey"
"SDR42E1",1,"turquoise"
"MRPS17",1,"turquoise"
"MYH9",3,"brown"
"PCGF6",0,"grey"
"ENSG00000273155",1,"turquoise"
"COPZ1",0,"grey"
"TAF2",0,"grey"
"KATNA1",0,"grey"
"STIM1",3,"brown"
"RPS4X",4,"yellow"
"DHX33",0,"grey"
"TRMT10B",1,"turquoise"
"SFSWAP",0,"grey"
"REC8",0,"grey"
"TMEM273",0,"grey"
"ZNF716",1,"turquoise"
"TSC22D3",2,"blue"
"CASP8",1,"turquoise"
"PRKD3",4,"yellow"
"CFH",6,"red"
"NRIP1",3,"brown"
"ZNF707",1,"turquoise"
"TBC1D22B",0,"grey"
"PTRH1",1,"turquoise"
"HYI",5,"green"
"GPR52",8,"pink"
"CASC3",13,"salmon"
"METRN",0,"grey"
"ARF1",3,"brown"
"MAU2",8,"pink"
"MOG",1,"turquoise"
"ATP7A",1,"turquoise"
"ITSN2",2,"blue"
"ODR4",0,"grey"
"GYPE",0,"grey"
"PAPPA",12,"tan"
"DCTN3",0,"grey"
"ZWILCH",0,"grey"
"CIAO2B",0,"grey"
"VPS41",0,"grey"
"MPV17L",1,"turquoise"
"ZNF639",1,"turquoise"
"AKR1C2",0,"grey"
"CASD1",0,"grey"
"SMAGP",1,"turquoise"
"SMC4",0,"grey"
"RGS19",0,"grey"
"HLA-DQB1",0,"grey"
"NRAS",0,"grey"
"RPL22L1",0,"grey"
"NOTCH2NLB",0,"grey"
"FBXW2",0,"grey"
"HDAC9",0,"grey"
"APLP1",1,"turquoise"
"TUBA1B",18,"lightgreen"
"C12orf29",0,"grey"
"MYT1",1,"turquoise"
"CEP162",0,"grey"
"GOLGA1",0,"grey"
"ZBTB43",0,"grey"
"VAPA",2,"blue"
"PIK3R3",4,"yellow"
"USPL1",0,"grey"
"FBXO40",1,"turquoise"
"BRF1",1,"turquoise"
"PPP1CC",0,"grey"
"CDCA7L",0,"grey"
"MTOR",0,"grey"
"USP13",0,"grey"
"ZNF585B",0,"grey"
"FBXW4",0,"grey"
"RNF227",1,"turquoise"
"LEPROT",17,"grey60"
"STK38L",2,"blue"
"DDX42",0,"grey"
"TXNRD2",5,"green"
"KSR1",0,"grey"
"SLC27A1",1,"turquoise"
"POU5F2",1,"turquoise"
"UBE2L5",1,"turquoise"
"ZNF236",0,"grey"
"FBLN1",0,"grey"
"MRRF",1,"turquoise"
"AFF4",2,"blue"
"RAF1",1,"turquoise"
"SUB1",4,"yellow"
"MRPS33",1,"turquoise"
"ARL10",1,"turquoise"
"INKA2",0,"grey"
"HLA-DPA1",4,"yellow"
"RSRP1",11,"greenyellow"
"SNX4",0,"grey"
"CCR2",2,"blue"
"H4C2",4,"yellow"
"SH3KBP1",2,"blue"
"LMBRD2",0,"grey"
"TIMM10B",0,"grey"
"SMOX",3,"brown"
"COPS2",0,"grey"
"SUGT1",1,"turquoise"
"CALR",6,"red"
"SNRPD1",1,"turquoise"
"LTB",0,"grey"
"NCAPG2",0,"grey"
"ITGAV",0,"grey"
"PIP5K1A",0,"grey"
"PCNA",4,"yellow"
"BEST1",0,"grey"
"MMACHC",1,"turquoise"
"REV3L",1,"turquoise"
"ATG5",0,"grey"
"ZRANB1",0,"grey"
"SARM1",1,"turquoise"
"SGTB",1,"turquoise"
"FEM1A",1,"turquoise"
"GM2A",1,"turquoise"
"MYCT1",3,"brown"
"SRGAP2",0,"grey"
"ZCCHC7",4,"yellow"
"MYH10",0,"grey"
"XRRA1",0,"grey"
"BEND7",0,"grey"
"ADAL",1,"turquoise"
"OR10J1",1,"turquoise"
"TMEM9B",0,"grey"
"DNAJA1",0,"grey"
"CWC27",1,"turquoise"
"ZSWIM8",0,"grey"
"PRKX",0,"grey"
"ARG1",6,"red"
"GFM1",0,"grey"
"OR14L1P",0,"grey"
"RAB11FIP3",0,"grey"
"BABAM1",0,"grey"
"HBD",0,"grey"
"SERF1B",1,"turquoise"
"IRAK3",0,"grey"
"MYO5A",1,"turquoise"
"OLAH",1,"turquoise"
"SIPA1L3",0,"grey"
"ADAM10",2,"blue"
"LIPA",3,"brown"
"NAP1L4",0,"grey"
"GNG4",1,"turquoise"
"MRPS22",0,"grey"
"PSG5",0,"grey"
"P2RY12",3,"brown"
"SZRD1",0,"grey"
"FAM53C",2,"blue"
"TPM1",3,"brown"
"PYHIN1",0,"grey"
"CRIM1",0,"grey"
"DHTKD1",1,"turquoise"
"ZNF546",1,"turquoise"
"CD300LG",1,"turquoise"
"FLNB",6,"red"
"CRTC2",0,"grey"
"HNRNPUL1",1,"turquoise"
"SIN3A",0,"grey"
"ECSIT",0,"grey"
"DIRAS2",1,"turquoise"
"TXNL1",0,"grey"
"CCNYL1",0,"grey"
"RNF115",1,"turquoise"
"CISD2",9,"magenta"
"OBSCN",0,"grey"
"GBA",2,"blue"
"ESD",0,"grey"
"CYYR1",4,"yellow"
"PNRC1",2,"blue"
"PPIA",4,"yellow"
"VDAC1",0,"grey"
"TRIB1",2,"blue"
"ICOSLG",1,"turquoise"
"CIR1",0,"grey"
"NHEJ1",1,"turquoise"
"DNAJC18",1,"turquoise"
"S100A6",0,"grey"
"NEDD1",0,"grey"
"TINF2",0,"grey"
"COX19",0,"grey"
"SNX20",0,"grey"
"EPRS1",0,"grey"
"ILF3",0,"grey"
"LARP6",1,"turquoise"
"FBN1",1,"turquoise"
"C12orf57",7,"black"
"ZNF621",1,"turquoise"
"JOSD1",1,"turquoise"
"SNX14",0,"grey"
"TBL2",1,"turquoise"
"TXLNA",0,"grey"
"AIP",0,"grey"
"MCEE",8,"pink"
"TNFRSF13C",1,"turquoise"
"ZFP82",1,"turquoise"
"CEP89",1,"turquoise"
"HSDL1",0,"grey"
"HNRNPH3",0,"grey"
"NOMO3",15,"midnightblue"
"DIS3L2",1,"turquoise"
"ZNF292",5,"green"
"TBX15",5,"green"
"DROSHA",0,"grey"
"CTCF",1,"turquoise"
"CEP43",1,"turquoise"
"FAM149B1",0,"grey"
"CCND3",3,"brown"
"LAMC1",0,"grey"
"M6PR",0,"grey"
"COASY",0,"grey"
"CLASP2",0,"grey"
"ZBTB8A",1,"turquoise"
"SMYD2",0,"grey"
"PBX3",0,"grey"
"ZNF761",1,"turquoise"
"ANGPT1",0,"grey"
"MED23",2,"blue"
"HSD11B1L",1,"turquoise"
"PSMD14",4,"yellow"
"PDCD2",4,"yellow"
"EIF4G1",13,"salmon"
"MTPAP",1,"turquoise"
"RPF2",0,"grey"
"UBE2D1",2,"blue"
"IDH3A",1,"turquoise"
"CREB5",2,"blue"
"ZFR2",1,"turquoise"
"ANGPT2",1,"turquoise"
"RANBP3",0,"grey"
"DYRK1B",0,"grey"
"FAM227B",1,"turquoise"
"BAG6",9,"magenta"
"GZF1",0,"grey"
"SEC23A",1,"turquoise"
"MLX",0,"grey"
"KATNBL1",1,"turquoise"
"TPD52",4,"yellow"
"PSMA4",4,"yellow"
"RILPL2",0,"grey"
"PGM2",0,"grey"
"ROCK1",0,"grey"
"H4C9",0,"grey"
"GPR82",1,"turquoise"
"LETM2",1,"turquoise"
"ARHGAP31",0,"grey"
"KLF1",0,"grey"
"SAP30L",0,"grey"
"UHRF1BP1L",2,"blue"
"VEZF1",0,"grey"
"GIT1",0,"grey"
"DNM3",3,"brown"
"LSM11",1,"turquoise"
"MSL2",2,"blue"
"ZNF394",0,"grey"
"ODF2",0,"grey"
"EPB41",9,"magenta"
"MED4",0,"grey"
"C11orf21",0,"grey"
"SHCBP1",1,"turquoise"
"TRABD",0,"grey"
"COTL1",0,"grey"
"PPP1R12B",1,"turquoise"
"SOCS7",1,"turquoise"
"MARCKS",2,"blue"
"SACS",0,"grey"
"RRP8",1,"turquoise"
"PPARA",0,"grey"
"TRAPPC12",0,"grey"
"PSMG3",1,"turquoise"
"TMSB15B",1,"turquoise"
"ATP1A2",1,"turquoise"
"OPTN",0,"grey"
"FOXL2NB",1,"turquoise"
"MAPKAPK5",1,"turquoise"
"DGKG",3,"brown"
"AFAP1L2",0,"grey"
"ZFP91",0,"grey"
"MAP2K5",10,"purple"
"IGF2",6,"red"
"ATAD2",0,"grey"
"NPEPPS",1,"turquoise"
"PHF6",1,"turquoise"
"HOMER2",1,"turquoise"
"DNMT1",1,"turquoise"
"WIPF2",1,"turquoise"
"SMARCD2",0,"grey"
"BRIP1",1,"turquoise"
"ZNF283",1,"turquoise"
"PLXDC2",1,"turquoise"
"SBF2",8,"pink"
"ZNF699",1,"turquoise"
"GOLM2",2,"blue"
"SLC7A5",0,"grey"
"NFIB",0,"grey"
"CAPRIN1",0,"grey"
"ETFDH",0,"grey"
"ATRAID",4,"yellow"
"ZNF23",5,"green"
"SLC15A1",1,"turquoise"
"LIFR",4,"yellow"
"ZC3H12D",1,"turquoise"
"KCNAB2",11,"greenyellow"
"EIF4A1",4,"yellow"
"MXI1",9,"magenta"
"SPTLC2",2,"blue"
"TTC28",1,"turquoise"
"MAGI2",1,"turquoise"
"EXPH5",1,"turquoise"
"MAP3K2",2,"blue"
"ANKRD13C",0,"grey"
"KMT5B",2,"blue"
"CLINT1",3,"brown"
"LEPROTL1",1,"turquoise"
"POLE2",0,"grey"
"NIN",2,"blue"
"MCM9",0,"grey"
"CNTRL",0,"grey"
"HSPA5",2,"blue"
"ALDH8A1",0,"grey"
"RALA",4,"yellow"
"MGME1",0,"grey"
"DNAI4",0,"grey"
"GNPTAB",1,"turquoise"
"SASH3",0,"grey"
"ARL14EP",0,"grey"
"RPA1",3,"brown"
"PLEKHM1",0,"grey"
"FNDC3A",2,"blue"
"MICB",0,"grey"
"IAH1",0,"grey"
"UBE2E1",4,"yellow"
"SLC30A10",1,"turquoise"
"MICAL2",9,"magenta"
"PPIF",0,"grey"
"MTRF1L",3,"brown"
"ATP8A1",3,"brown"
"CSAD",1,"turquoise"
"ABAT",6,"red"
"RBM47",2,"blue"
"JARID2",3,"brown"
"ATPAF1",0,"grey"
"TMEM164",3,"brown"
"CTSL",0,"grey"
"NEXN",3,"brown"
"MACROH2A1",0,"grey"
"PAFAH1B2",0,"grey"
"UBAP2L",0,"grey"
"SLF2",0,"grey"
"MOB1A",3,"brown"
"GTDC1",1,"turquoise"
"CD81",6,"red"
"SLC30A6",1,"turquoise"
"OR5A1",1,"turquoise"
"SH2B3",0,"grey"
"TMCO1",0,"grey"
"TOGARAM1",0,"grey"
"AP3D1",0,"grey"
"RPL27A",0,"grey"
"NIPAL3",0,"grey"
"SLFN13",0,"grey"
"CCDC169",8,"pink"
"SLC36A2",1,"turquoise"
"DDX54",0,"grey"
"JPT2",0,"grey"
"AP3S1",0,"grey"
"MED28",1,"turquoise"
"HYKK",1,"turquoise"
"PTPRA",3,"brown"
"RIPOR3",0,"grey"
"GOLIM4",0,"grey"
"INMT",1,"turquoise"
"ADSL",1,"turquoise"
"HSF1",0,"grey"
"LAS1L",0,"grey"
"DR1",3,"brown"
"BAP1",0,"grey"
"TMEM161A",5,"green"
"JMJD1C",2,"blue"
"NFKBIB",1,"turquoise"
"USF1",0,"grey"
"PRRC2A",0,"grey"
"AAGAB",0,"grey"
"PA2G4",0,"grey"
"MFSD12",0,"grey"
"SARS1",0,"grey"
"RILP",0,"grey"
"ST6GALNAC6",0,"grey"
"NMI",0,"grey"
"ZNF100",0,"grey"
"RPL23",4,"yellow"
"CLVS1",1,"turquoise"
"SDHC",4,"yellow"
"ATF6",1,"turquoise"
"GBF1",0,"grey"
"ITIH1",6,"red"
"EIF2AK1",3,"brown"
"SPATA5",1,"turquoise"
"GGNBP2",0,"grey"
"BRWD3",2,"blue"
"PRPF38A",1,"turquoise"
"REL",2,"blue"
"EWSR1",0,"grey"
"OXNAD1",0,"grey"
"PDCD11",0,"grey"
"PCDHB1",1,"turquoise"
"LLPH",1,"turquoise"
"KLC1",1,"turquoise"
"MLEC",6,"red"
"NT5C2",1,"turquoise"
"TBC1D10B",0,"grey"
"EFCAB2",1,"turquoise"
"AKAP13",2,"blue"
"FLG",0,"grey"
"C6orf132",1,"turquoise"
"RAD51D",1,"turquoise"
"KIAA2013",0,"grey"
"HMMR",6,"red"
"CUL2",0,"grey"
"DENND4C",3,"brown"
"PKM",3,"brown"
"ARHGDIA",0,"grey"
"NCMAP",1,"turquoise"
"LAPTM5",2,"blue"
"NOLC1",0,"grey"
"IARS2",0,"grey"
"QSOX1",1,"turquoise"
"SCAMP2",0,"grey"
"FBXO48",1,"turquoise"
"KRT10",0,"grey"
"CCT5",0,"grey"
"PAPLN",1,"turquoise"
"ARF3",3,"brown"
"RAB27A",0,"grey"
"EFCAB13",17,"grey60"
"CNP",0,"grey"
"RALGAPA1",0,"grey"
"SSX2IP",3,"brown"
"ARL15",3,"brown"
"LPCAT3",1,"turquoise"
"ABLIM3",3,"brown"
"C2orf42",0,"grey"
"PSMC3",0,"grey"
"SPATA33",1,"turquoise"
"CERS2",3,"brown"
"SIGLEC11",14,"cyan"
"BRF2",5,"green"
"BLOC1S6",3,"brown"
"BCL11A",1,"turquoise"
"CLUAP1",1,"turquoise"
"ZNF330",0,"grey"
"PLAC8",1,"turquoise"
"BECN1",0,"grey"
"GMPS",1,"turquoise"
"LGALS8",0,"grey"
"FKBP9",1,"turquoise"
"PTK6",14,"cyan"
"ALDOB",6,"red"
"SYNPO",4,"yellow"
"SNRNP40",0,"grey"
"DCTN5",0,"grey"
"PSME3",0,"grey"
"PHF10",0,"grey"
"DBR1",1,"turquoise"
"HGSNAT",0,"grey"
"GATAD2B",2,"blue"
"RTF2",0,"grey"
"XIRP2",0,"grey"
"SLC14A1",9,"magenta"
"ZSCAN22",1,"turquoise"
"UAP1",0,"grey"
"KCNJ15",2,"blue"
"DHODH",1,"turquoise"
"RPS14",4,"yellow"
"APBB1IP",2,"blue"
"CXCL16",1,"turquoise"
"STRN",2,"blue"
"SULT1B1",1,"turquoise"
"ZNF845",1,"turquoise"
"HEATR3",1,"turquoise"
"APOL3",4,"yellow"
"FLNA",3,"brown"
"IL2RB",0,"grey"
"SLCO4C1",2,"blue"
"LRPAP1",1,"turquoise"
"RAB5IF",2,"blue"
"POC1B",3,"brown"
"FKBP1A",3,"brown"
"NDUFS7",0,"grey"
"ZNF562",1,"turquoise"
"MAT2A",0,"grey"
"KLRD1",1,"turquoise"
"TRIM8",0,"grey"
"NDRG3",1,"turquoise"
"RNF6",0,"grey"
"SLC10A3",3,"brown"
"VAV1",0,"grey"
"ZNF383",1,"turquoise"
"WDR93",1,"turquoise"
"PDGFC",3,"brown"
"PEPD",6,"red"
"RPS6KA3",2,"blue"
"PHF21A",2,"blue"
"PNPLA2",9,"magenta"
"CNST",3,"brown"
"EAF2",0,"grey"
"VPS13B",2,"blue"
"PSMB9",0,"grey"
"HCLS1",2,"blue"
"GOLGA8B",11,"greenyellow"
"GPLD1",0,"grey"
"RAB8A",3,"brown"
"PCIF1",0,"grey"
"PIK3IP1",11,"greenyellow"
"SNRPD2",4,"yellow"
"CTSC",1,"turquoise"
"hsa-miR-576-3p",10,"purple"
"hsa-miR-140-5p",16,"lightcyan"
"hsa-miR-522-5p",12,"tan"
"hsa-miR-133a-3p",0,"grey"
"hsa-miR-1250-5p",10,"purple"
"hsa-miR-374b-3p",7,"black"
"hsa-miR-515-5p",12,"tan"
"hsa-miR-103a-2-5p",16,"lightcyan"
"hsa-miR-1306-5p",0,"grey"
"hsa-miR-23a-3p",12,"tan"
"hsa-miR-675-3p",12,"tan"
"hsa-miR-2110",10,"purple"
"hsa-miR-483-3p",0,"grey"
"hsa-miR-4659a-3p",16,"lightcyan"
"hsa-miR-146a-5p",17,"grey60"
"hsa-miR-425-3p",10,"purple"
"hsa-let-7a-3p",7,"black"
"hsa-miR-10527-5p",0,"grey"
"hsa-miR-532-3p",10,"purple"
"hsa-miR-101-5p",0,"grey"
"hsa-miR-1306-3p",10,"purple"
"hsa-miR-579-5p",10,"purple"
"hsa-miR-320c",10,"purple"
"hsa-miR-424-3p",10,"purple"
"hsa-miR-486-3p",0,"grey"
"hsa-miR-766-3p",0,"grey"
"hsa-miR-487b-3p",7,"black"
"hsa-miR-11400",3,"brown"
"hsa-miR-885-5p",6,"red"
"hsa-miR-191-3p",0,"grey"
"hsa-miR-20a-3p",7,"black"
"hsa-miR-32-5p",7,"black"
"hsa-miR-574-3p",0,"grey"
"hsa-miR-4326",0,"grey"
"hsa-let-7b-5p",0,"grey"
"hsa-miR-30a-5p",7,"black"
"hsa-miR-136-3p",7,"black"
"hsa-miR-576-5p",7,"black"
"hsa-miR-151b",0,"grey"
"hsa-miR-96-5p",16,"lightcyan"
"hsa-miR-618",0,"grey"
"hsa-miR-1228-3p",10,"purple"
"hsa-miR-106a-3p",7,"black"
"hsa-miR-4685-3p",10,"purple"
"hsa-miR-511-3p",7,"black"
"hsa-miR-4286",10,"purple"
"hsa-miR-641",7,"black"
"hsa-miR-30a-3p",0,"grey"
"hsa-miR-525-5p",12,"tan"
"hsa-miR-20b-5p",16,"lightcyan"
"hsa-miR-1260a",10,"purple"
"hsa-miR-92a-1-5p",10,"purple"
"hsa-miR-548h-3p",0,"grey"
"hsa-miR-183-3p",16,"lightcyan"
"hsa-miR-378f",10,"purple"
"hsa-miR-106b-5p",16,"lightcyan"
"hsa-miR-379-5p",7,"black"
"hsa-let-7g-5p",7,"black"
"hsa-miR-519e-5p",12,"tan"
"hsa-miR-106a-5p",16,"lightcyan"
"hsa-miR-214-5p",0,"grey"
"hsa-miR-328-3p",10,"purple"
"hsa-miR-3912-3p",7,"black"
"hsa-miR-526a-5p",12,"tan"
"hsa-miR-378i",10,"purple"
"hsa-miR-375-3p",6,"red"
"hsa-miR-518a-5p",12,"tan"
"hsa-miR-3615",10,"purple"
"hsa-miR-4521",0,"grey"
"hsa-miR-33a-5p",7,"black"
"hsa-miR-1287-5p",10,"purple"
"hsa-miR-154-5p",7,"black"
"hsa-miR-1226-3p",0,"grey"
"hsa-miR-127-3p",10,"purple"
"hsa-miR-23b-3p",12,"tan"
"hsa-miR-3613-5p",7,"black"
"hsa-miR-3614-5p",10,"purple"
"hsa-miR-98-3p",7,"black"
"hsa-miR-1843",0,"grey"
"hsa-miR-518f-3p",12,"tan"
"hsa-miR-126-5p",7,"black"
"hsa-miR-139-3p",10,"purple"
"hsa-miR-376c-3p",0,"grey"
"hsa-miR-30b-5p",7,"black"
"hsa-miR-3684",7,"black"
"hsa-miR-330-5p",11,"greenyellow"
"hsa-miR-139-5p",12,"tan"
"hsa-miR-941",0,"grey"
"hsa-miR-340-3p",7,"black"
"hsa-miR-126-3p",7,"black"
"hsa-miR-451a",16,"lightcyan"
"hsa-miR-103a-3p",7,"black"
"hsa-let-7i-3p",0,"grey"
"hsa-miR-199b-5p",7,"black"
"hsa-miR-518e-3p",12,"tan"
"hsa-miR-527",12,"tan"
"hsa-miR-450a-1-3p",0,"grey"
"hsa-miR-224-5p",10,"purple"
"hsa-miR-144-3p",7,"black"
"hsa-miR-520h",12,"tan"
"hsa-miR-499a-5p",7,"black"
"hsa-miR-374a-3p",7,"black"
"hsa-miR-141-3p",12,"tan"
"hsa-miR-339-5p",10,"purple"
"hsa-miR-186-5p",16,"lightcyan"
"hsa-miR-486-5p",10,"purple"
"hsa-miR-548j-5p",7,"black"
"hsa-miR-548ay-5p",7,"black"
"hsa-miR-218-5p",7,"black"
"hsa-miR-376c-5p",7,"black"
"hsa-miR-93-5p",16,"lightcyan"
"hsa-miR-548k",7,"black"
"hsa-miR-518f-5p",12,"tan"
"hsa-miR-4772-3p",0,"grey"
"hsa-miR-1304-3p",0,"grey"
"hsa-miR-652-5p",10,"purple"
"hsa-miR-556-3p",7,"black"
"hsa-miR-548o-5p",7,"black"
"hsa-miR-423-5p",10,"purple"
"hsa-miR-200a-3p",12,"tan"
"hsa-miR-515-3p",12,"tan"
"hsa-miR-410-3p",7,"black"
"hsa-miR-365b-3p",6,"red"
"hsa-miR-4317",4,"yellow"
"hsa-miR-155-5p",7,"black"
"hsa-let-7d-3p",0,"grey"
"hsa-miR-498-5p",12,"tan"
"hsa-miR-500a-3p",0,"grey"
"hsa-miR-22-3p",10,"purple"
"hsa-miR-411-5p",7,"black"
"hsa-miR-365a-3p",6,"red"
"hsa-miR-744-3p",0,"grey"
"hsa-miR-502-3p",0,"grey"
"hsa-miR-500b-5p",0,"grey"
"hsa-miR-192-3p",7,"black"
"hsa-miR-517a-3p",12,"tan"
"hsa-miR-222-5p",10,"purple"
"hsa-miR-589-5p",10,"purple"
"hsa-miR-517b-3p",12,"tan"
"hsa-miR-181c-3p",0,"grey"
"hsa-miR-181a-2-3p",10,"purple"
"hsa-miR-4732-3p",10,"purple"
"hsa-miR-517-5p",12,"tan"
"hsa-miR-18b-5p",16,"lightcyan"
"hsa-miR-18a-5p",16,"lightcyan"
"hsa-miR-7-1-3p",16,"lightcyan"
"hsa-miR-374a-5p",7,"black"
"hsa-miR-6513-3p",16,"lightcyan"
"hsa-miR-28-3p",0,"grey"
"hsa-miR-3611",8,"pink"
"hsa-miR-10a-5p",12,"tan"
"hsa-miR-29b-2-5p",10,"purple"
"hsa-miR-4325",10,"purple"
"hsa-miR-101-3p",7,"black"
"hsa-miR-193b-3p",6,"red"
"hsa-miR-589-3p",7,"black"
"hsa-miR-24-3p",12,"tan"
"hsa-miR-598-3p",16,"lightcyan"
"hsa-miR-548an",0,"grey"
"hsa-miR-625-3p",7,"black"
"hsa-miR-138-5p",0,"grey"
"hsa-miR-548n",7,"black"
"hsa-let-7e-3p",12,"tan"
"hsa-miR-548c-5p",7,"black"
"hsa-miR-128-1-5p",0,"grey"
"hsa-miR-15b-3p",16,"lightcyan"
"hsa-miR-664b-3p",7,"black"
"hsa-miR-181b-5p",7,"black"
"hsa-miR-196b-5p",16,"lightcyan"
"hsa-miR-3909",0,"grey"
"hsa-miR-624-5p",16,"lightcyan"
"hsa-miR-548ap-5p",7,"black"
"hsa-miR-550a-5p",16,"lightcyan"
"hsa-miR-215-3p",7,"black"
"hsa-miR-519a-2-5p",12,"tan"
"hsa-miR-516a-5p",10,"purple"
"hsa-miR-29b-3p",16,"lightcyan"
"hsa-miR-4433b-5p",10,"purple"
"hsa-miR-4659b-3p",16,"lightcyan"
"hsa-miR-6513-5p",16,"lightcyan"
"hsa-miR-431-5p",0,"grey"
"hsa-miR-548ar-5p",7,"black"
"hsa-miR-200b-3p",7,"black"
"hsa-miR-421",7,"black"
"hsa-miR-378g",10,"purple"
"hsa-miR-151a-5p",17,"grey60"
"hsa-miR-29a-5p",0,"grey"
"hsa-miR-521",12,"tan"
"hsa-miR-590-5p",7,"black"
"hsa-miR-148a-3p",7,"black"
"hsa-miR-324-3p",10,"purple"
"hsa-miR-484",10,"purple"
"hsa-miR-124-3p",0,"grey"
"hsa-miR-320d",10,"purple"
"hsa-miR-526b-5p",12,"tan"
"hsa-miR-95-3p",7,"black"
"hsa-miR-222-3p",12,"tan"
"hsa-miR-1297",7,"black"
"hsa-miR-193a-3p",0,"grey"
"hsa-miR-1277-3p",7,"black"
"hsa-miR-30e-3p",16,"lightcyan"
"hsa-miR-149-5p",12,"tan"
"hsa-miR-221-3p",17,"grey60"
"hsa-miR-520f-5p",12,"tan"
"hsa-miR-652-3p",0,"grey"
"hsa-miR-2115-5p",0,"grey"
"hsa-miR-4662a-5p",7,"black"
"hsa-miR-212-3p",0,"grey"
"hsa-miR-3913-5p",0,"grey"
"hsa-miR-520b-5p",12,"tan"
"hsa-miR-452-5p",12,"tan"
"hsa-miR-642a-5p",0,"grey"
"hsa-miR-520c-5p",12,"tan"
"hsa-miR-137-3p",7,"black"
"hsa-miR-548b-3p",6,"red"
"hsa-miR-11401",0,"grey"
"hsa-miR-4781-3p",0,"grey"
"hsa-miR-99b-5p",12,"tan"
"hsa-miR-548au-5p",7,"black"
"hsa-let-7f-2-3p",7,"black"
"hsa-miR-215-5p",0,"grey"
"hsa-miR-5684",10,"purple"
"hsa-miR-150-5p",10,"purple"
"hsa-miR-361-3p",0,"grey"
"hsa-miR-345-5p",10,"purple"
"hsa-miR-199a-3p",7,"black"
"hsa-miR-30d-3p",0,"grey"
"hsa-miR-1307-5p",10,"purple"
"hsa-miR-4500",7,"black"
"hsa-miR-6764-5p",0,"grey"
"hsa-miR-34a-5p",7,"black"
"hsa-miR-335-5p",7,"black"
"hsa-miR-26a-5p",7,"black"
"hsa-miR-99b-3p",12,"tan"
"hsa-miR-190a-5p",7,"black"
"hsa-let-7a-5p",7,"black"
"hsa-miR-7-5p",16,"lightcyan"
"hsa-miR-3136-5p",7,"black"
"hsa-miR-629-3p",0,"grey"
"hsa-miR-518d-3p",12,"tan"
"hsa-miR-874-3p",10,"purple"
"hsa-miR-331-3p",0,"grey"
"hsa-miR-187-3p",0,"grey"
"hsa-miR-4433b-3p",10,"purple"
"hsa-miR-579-3p",7,"black"
"hsa-miR-382-5p",17,"grey60"
"hsa-miR-5010-3p",16,"lightcyan"
"hsa-miR-188-5p",0,"grey"
"hsa-miR-409-3p",17,"grey60"
"hsa-miR-204-5p",0,"grey"
"hsa-miR-1249-3p",10,"purple"
"hsa-miR-183-5p",0,"grey"
"hsa-miR-501-3p",10,"purple"
"hsa-miR-21-5p",7,"black"
"hsa-miR-346",0,"grey"
"hsa-miR-197-3p",0,"grey"
"hsa-miR-5582-3p",7,"black"
"hsa-miR-145-5p",10,"purple"
"hsa-miR-210-3p",10,"purple"
"hsa-miR-30d-5p",7,"black"
"hsa-miR-548av-5p",7,"black"
"hsa-miR-518d-5p",12,"tan"
"hsa-miR-518a-3p",12,"tan"
"hsa-miR-17-5p",16,"lightcyan"
"hsa-miR-3200-5p",0,"grey"
"hsa-miR-92b-3p",14,"cyan"
"hsa-miR-3187-3p",10,"purple"
"hsa-miR-4732-5p",0,"grey"
"hsa-miR-193a-5p",10,"purple"
"hsa-miR-19b-1-5p",0,"grey"
"hsa-miR-500a-5p",16,"lightcyan"
"hsa-miR-3605-3p",0,"grey"
"hsa-miR-34a-3p",7,"black"
"hsa-miR-202-5p",7,"black"
"hsa-miR-378d",10,"purple"
"hsa-miR-548b-5p",7,"black"
"hsa-miR-518e-5p",12,"tan"
"hsa-miR-205-5p",10,"purple"
"hsa-miR-627-5p",10,"purple"
"hsa-miR-3173-5p",0,"grey"
"hsa-miR-223-3p",7,"black"
"hsa-miR-142-5p",7,"black"
"hsa-miR-6803-3p",10,"purple"
"hsa-miR-6511a-3p",0,"grey"
"hsa-miR-10a-3p",7,"black"
"hsa-miR-1-3p",7,"black"
"hsa-let-7b-3p",0,"grey"
"hsa-miR-10399-3p",11,"greenyellow"
"hsa-let-7g-3p",7,"black"
"hsa-miR-769-5p",10,"purple"
"hsa-miR-19a-3p",7,"black"
"hsa-miR-342-3p",12,"tan"
"hsa-miR-584-5p",0,"grey"
"hsa-miR-542-5p",16,"lightcyan"
"hsa-miR-19b-3p",16,"lightcyan"
"hsa-miR-675-5p",10,"purple"
